ln,lt,growth_rate,omega,ky,weighted_growth_rate
4.0,1.0,-0.013197811765982944,-0.36780030924772805,0.8955389853880861,-0.006804201196651685
2.5,1.0,-0.010180349598736836,-0.039631692726448606,2.9999999999999996,-0.006065779675525636
5.5,1.0,-0.015148120552180943,-0.3848253832449981,1.339975165324572,-0.005539776184626189
4.5,1.0,-0.012706951172984671,0.021468174359527564,2.0049751858748066,-0.006197225339897947
3.5,1.0,-0.013208498986960455,-0.24506986373906717,1.339975165324572,-0.0073971168891269964
3.0,1.0,-0.011554748427918557,-0.2757548900839708,0.4,-0.007676841463053711
5.0,1.0,-0.013107542173459233,-0.5018903505207771,0.4,-0.00542148336448025
6.0,1.0,-0.015756624509489326,-0.3404905283717113,1.339975165324572,-0.0056453867663940095
1.5,1.5,-0.005874576023546462,-0.04431222482721679,0.5985111478955379,-0.004324530276269996
0.5,1.5,0.009519649619577568,0.024850470749716226,0.4,0.005076525900978912
2.0,1.5,-0.009760145826686054,0.00916171505703512,2.0049751858748066,-0.004862847386996186
3.5,1.5,-0.013958403554910534,-0.12896608476751342,1.339975165324572,-0.008451724766506031
1.0,1.5,0.004932309614569899,-0.0051866641385872134,0.4,0.0030671371824463815
3.0,1.5,-0.012007958985984753,-0.08643598829330752,1.339975165324572,-0.008045125761738265
2.5,1.5,-0.010219835118352278,-0.2057010875413834,0.4,-0.006264680779235496
4.0,1.5,-0.014110416745283686,-0.021219386894371372,1.339975165324572,-0.007865414986195739
4.5,1.5,-0.014641958127894112,0.028689557722710757,2.0049751858748066,-0.006704984172529624
5.0,1.5,-0.01509120752415814,0.012425356479644482,2.0049751858748066,-0.006578787913289301
1.0,2.0,0.010715240622082681,0.09143022492450167,1.339975165324572,0.006064928398971652
6.0,1.5,-0.01776055317293588,0.05505169734550612,2.9999999999999996,-0.006373969685536224
1.5,2.0,0.0038613788489565283,0.054658042227175095,1.339975165324572,-0.005767647955464555
5.5,1.5,-0.017131357506547956,-0.30287827206926426,1.339975165324572,-0.00612630457778943
0.5,2.0,0.016835342900321404,0.048542168042967154,0.5985111478955379,0.007767744770876851
2.0,2.0,0.001110239231865076,0.009808059904187065,0.8955389853880861,-0.0030135891403931976
2.5,2.0,-0.005352043021415622,-0.08519667704356172,0.8955389853880861,-0.002771193342601591
5.5,2.0,-0.01938805272446138,-0.02519362821453469,2.0049751858748066,-0.007063233020717648
3.5,2.0,-0.014177963320794353,-0.17244761678768994,0.8955389853880861,-0.008170294256216883
4.5,2.0,-0.01643956418725552,-0.0032728999047277963,1.339975165324572,-0.007495738671311846
3.0,2.0,-0.012581040351520327,-0.0025129562168784546,2.0049751858748066,-0.0070395035611269295
5.0,2.0,-0.017109161043950723,-0.14008412997384184,2.0049751858748066,-0.0071122778375858
4.0,2.0,-0.014648502900395958,-0.11667557430808648,1.339975165324572,-0.008577611740292897
6.0,2.0,-0.019835156146889278,-0.12298656668800675,1.339975165324572,-0.006981054986752676
0.5,2.5,0.02524900443261279,0.10797270454798188,0.5985111478955379,0.009655308664250184
3.0,2.5,-0.0050877826951963,-0.03928940514264792,0.8955389853880861,-0.007145999468452052
2.0,2.5,0.008417729974790757,0.051702418185726316,1.339975165324572,0.0067946652709305125
2.5,2.5,0.005735354775346939,0.03137735166232571,1.339975165324572,-0.0049805956064016095
1.0,2.5,0.020256515613624956,0.12070800999018265,0.5985111478955379,0.00872471627768
1.5,2.5,0.012450466379123665,0.08133822850773799,1.339975165324572,0.004098331084919662
4.0,2.5,-0.016866877435603254,-0.08307903102104301,1.339975165324572,-0.009765648329631149
3.5,2.5,-0.014251712861847449,0.0029231003437298147,2.0049751858748066,-0.008842296321110072
5.5,2.5,-0.02128922211215454,-0.12922037596444844,2.0049751858748066,-0.00799146572764939
4.5,2.5,-0.01777825041993528,-0.05818130229966603,1.339975165324572,-0.009240683482187987
5.0,2.5,-0.018722713529532243,-0.02523061670816633,0.8955389853880861,-0.007780411671123602
0.5,3.0,0.03368986290477157,0.1666851257377393,0.8955389853880861,0.011241374235992413
6.0,2.5,-0.021531318122714867,-0.048987143679783886,2.0049751858748066,-0.007556074554155817
1.0,3.0,0.035311606420825044,0.1290461893873212,0.8955389853880861,0.01418947110164178
1.5,3.0,0.025743551696820348,0.12480010971102866,0.8955389853880861,0.010258676325908099
2.0,3.0,0.02040677216729204,0.0692504688634309,1.339975165324572,0.005472386836488793
3.0,3.0,0.016668421844094464,0.03173194957032631,1.339975165324572,-0.0006737383106197092
2.5,3.0,0.014974006879393646,0.049335429733222774,1.339975165324572,-0.006363877102193268
3.5,3.0,0.006042760934232109,0.02848496114123898,2.0049751858748066,-0.005258971540696225
4.0,3.0,-0.011282049861343332,0.00754586967655265,2.0049751858748066,-0.007919569326411925
4.5,3.0,-0.01736030818348201,-0.0694994560879684,1.339975165324572,-0.00990859525704789
5.0,3.0,-0.019092152584663936,-0.09434483814467196,0.8955389853880861,-0.008098429263809674
5.5,3.0,-0.02173275025458241,0.025614253233722364,2.0049751858748066,-0.008528855845599835
6.0,3.0,-0.02260467213660869,-0.0973640443553255,2.0049751858748066,-0.00850815570900361
1.5,3.5,0.04451391374902979,0.14580639673939302,0.8955389853880861,0.01807866387045016
0.5,3.5,0.044886231544735776,0.14094662807996927,0.4,0.018803865606978585
1.0,3.5,0.04874149841903504,0.15531470092418212,0.8955389853880861,0.017907457438007722
2.0,3.5,0.037467172948059534,0.10910987263386455,1.339975165324572,0.012071426574329865
3.0,3.5,0.027399252725813773,0.08469891919397406,2.0049751858748066,0.0035809915277322246
3.5,3.5,0.027233814129991082,0.057255702659799255,2.0049751858748066,-0.003581582087965796
2.5,3.5,0.032375600358272937,0.028136271179478575,1.339975165324572,0.01017118275474957
4.0,3.5,0.017621008305567235,0.031026748720035364,2.0049751858748066,-0.0044544739884027984
4.5,3.5,7.852408303338718e-05,0.010816525642922594,2.0049751858748066,-0.007906201080496297
5.5,3.5,-0.020782437132385763,-0.00020452323601510836,0.8955389853880861,-0.009340646823004723
5.0,3.5,-0.017714744680162597,-0.029836649992881176,1.339975165324572,-0.00917872003741988
1.0,4.0,0.05984964067654665,0.18257087319088847,0.8955389853880861,0.024937496343637743
0.5,4.0,0.05825636051697215,0.21513821827870835,0.5985111478955379,0.02773839697795563
1.5,4.0,0.05908975366844253,0.12522550901890436,0.5985111478955379,0.023508356654790567
6.0,3.5,-0.02334349794147715,-0.14672034937918557,2.0049751858748066,-0.00907453342644327
2.0,4.0,0.05311586825936163,0.15149357063939203,1.339975165324572,0.019654684935847332
3.5,4.0,0.041767221782140186,0.08174441029009286,2.0049751858748066,0.0004202779764479609
2.5,4.0,0.04941891429751793,0.12906948525669104,1.339975165324572,0.015692638705425702
4.0,4.0,0.038600007035453764,0.055074971751767204,2.0049751858748066,-0.002568729685920595
3.0,4.0,0.04458228699545499,0.10844669955026331,2.0049751858748066,0.004045672167403007
4.5,4.0,0.028004307424697183,0.030390252196286938,2.0049751858748066,-0.005564178221100339
5.0,4.0,0.009911320370922457,0.011565811174529015,2.0049751858748066,-0.007576810755732327
5.5,4.0,-0.01439120411117247,-0.013901345720022155,1.339975165324572,-0.00791277998022937
6.0,4.0,-0.02262613462401955,-0.011765466774231122,1.339975165324572,-0.010038808082574827
1.0,4.5,0.07041441582148898,0.19067382065965946,0.5985111478955379,0.033324722797584194
0.5,4.5,0.06910591030121592,0.23585751922713902,0.5985111478955379,0.03687003927586633
2.0,4.5,0.06645174052666855,0.1944330912902548,1.339975165324572,0.025774474587913408
1.5,4.5,0.07092560316394945,0.14696651993153775,0.5985111478955379,0.03033449028005498
2.5,4.5,0.06152204986270872,0.15790545681017207,1.339975165324572,0.020352959080948734
3.0,4.5,0.06071344808465158,0.14273801381707787,1.339975165324572,0.010826594152679246
3.5,4.5,0.05663965312519791,0.10433319283840116,2.0049751858748066,0.008571100904189098
4.0,4.5,0.05518613348106088,0.07766383956409613,2.0049751858748066,-0.0005823189647444226
4.5,4.5,0.04902953037654089,0.05163148636780688,2.0049751858748066,-0.005992585843307658
6.0,4.5,-0.008296584144719258,-0.006951051269787827,1.339975165324572,-0.010158546261737957
5.0,4.5,0.03708808068182873,0.028049968969350397,2.0049751858748066,-0.005239703504192333
5.5,4.5,0.01840392223828785,0.010467975162742615,2.0049751858748066,-0.007128307667129609
0.5,5.0,0.07818471655798137,0.33967733928250665,0.8955389853880861,0.04342177791430779
1.0,5.0,0.08026168572522312,0.21006351586766195,0.5985111478955379,0.03887184828126675
1.5,5.0,0.08155687655319531,0.2525467726710424,2.0049751858748066,0.03834957463205462
2.0,5.0,0.07895198992780762,0.23665182169235116,1.339975165324572,0.03238150604681015
2.5,5.0,0.0723067884718724,0.1580167376191884,0.8955389853880861,0.026249293092360234
3.0,5.0,0.07218978498712307,0.16370277858612753,1.339975165324572,0.02045461499947885
4.0,5.0,0.0691051488994978,0.09938410897463731,2.0049751858748066,0.006909768857082749
3.5,5.0,0.07052427978052817,0.1266669209942132,2.0049751858748066,0.016480598400271548
4.5,5.0,0.0664789192209076,0.11016728516168092,2.9999999999999996,0.00203885768115696
5.0,5.0,0.058204951842269655,0.04732820157287573,2.0049751858748066,-0.00047220487595106526
6.0,5.0,0.024858787561384488,0.008248869187432985,2.0049751858748066,-0.005579385767664883
5.5,5.0,0.04474360616218784,0.02467170885806115,2.0049751858748066,-0.004054393239295305
1.0,5.5,0.08912764832263267,0.22887810149890964,0.5985111478955379,0.0459274372487625
2.0,5.5,0.09038533496782801,0.1449980837226381,0.5985111478955379,0.0404621317376143
0.5,5.5,0.08701812316440695,0.4161345318457657,0.8955389853880861,0.04781541693025135
1.5,5.5,0.09105669714942304,0.18575098694269696,0.5985111478955379,0.04490669990102339
2.5,5.5,0.08405105870630135,0.18889992723753968,0.8955389853880861,0.03247473330506399
3.0,5.5,0.0815045838015516,0.14408698532994832,0.8955389853880861,0.026542464083086706
3.5,5.5,0.0817788576785811,0.14915480608821793,2.0049751858748066,0.019488097453750176
4.0,5.5,0.08098736145108072,0.12104577261916928,2.0049751858748066,0.012536724441207507
4.5,5.5,0.08065494264971877,0.09377984490320482,2.0049751858748066,0.009482896543417845
5.0,5.5,0.07603194656938216,0.06735224845399104,2.0049751858748066,0.0032843043838990727
5.5,5.5,0.06615750173669716,0.042405170913036305,2.0049751858748066,-0.0017316079305809888
6.0,5.5,0.051147205188075535,0.020610302747112688,2.0049751858748066,-0.0036646867183033806
0.5,6.0,0.0961472737756258,0.30809215551420277,0.5985111478955379,0.052579332333350215
1.0,6.0,0.09740514940904633,0.24896734034953483,0.5985111478955379,0.05384003347998296
1.5,6.0,0.09925365978087966,0.20333082924820634,0.5985111478955379,0.049531486661532405
2.0,6.0,0.10040794674333112,0.16326192090108277,0.5985111478955379,0.04796804365760473
2.5,6.0,0.09630868785316221,0.22785421362417216,0.8955389853880861,0.039839429817373394
3.5,6.0,0.09188496481026993,0.13116829190113952,0.8955389853880861,0.025139029895018702
3.0,6.0,0.09104542681651241,0.17178564144320946,0.8955389853880861,0.03238275578774055
4.5,6.0,0.0920915053545908,0.11490488887772848,2.0049751858748066,0.013896859874023821
4.0,6.0,0.09140699915759873,0.14309071893377917,2.0049751858748066,0.020463046852375533
5.0,6.0,0.09070029055657847,0.08765974994645132,2.0049751858748066,0.006399003282160152
5.5,6.0,0.08432315422627179,0.06144862833178036,2.0049751858748066,0.0019077740835491497
6.0,6.0,0.07301366451041451,0.03702153442982019,2.0049751858748066,-0.0018466192977346534
